Contest,ElectionLvl,ElectionType,Grain,Year,Address,State,County,HHL50K,HH50100K,HHRent,HHMedRent,OOMedP,DEM,AsianPacIsl,Hispanic,Female,NpaReg,SqMiles,HVMean,DemReg,RepReg,HH,F,FMeanInc,FIncL50K,FInc50100K,NFMeanInc,RegVoters,REP,WRI,OVER,UNDER,under25,btwn2544,btwn4564,over65,Shape_Length,Shape_Area
U.S. Senate,Federal,General,Precinct,2018,710 E Bloomingdale Ave,FL,Hillsborough,221,200,124,27,19,1202,57,284,1541,779,0.75,197356,875,1238,654,522,93971,140,169,50548,4292,1503,6,0,21,358,774,1205,568,0.194098416,0.002981748
U.S. Senate,Federal,General,Precinct,2018,7215 Sheldon Rd,FL,Hillsborough,302,193,229,26,21,969,76,331,1121,663,0.48,147309,718,755,607,375,68528,164,124,50652,3260,1022,5,0,15,193,725,842,396,0.19421551,0.002985044
U.S. Senate,Federal,General,Precinct,2018,7217 Kingsbury CIr,FL,Hillsborough,388,140,292,34,20,171,3,48,191,99,1.59,93040,166,96,572,353,47530,228,88,33593,547,149,1,0,5,48,99,127,88,0.19419059,0.002984342
U.S. Senate,Federal,General,Precinct,2018,7225 E Chelsea St,FL,Hillsborough,388,137,291,35,20,1950,57,528,1845,919,1.77,84459,1935,492,565,355,45283,233,88,32892,5062,585,10,0,32,528,1244,1091,507,0.194186254,0.00298422
U.S. Senate,Federal,General,Precinct,2018,724 W 109th Ave,FL,Hillsborough,329,115,261,33,20,887,64,786,1043,681,0.32,131392,960,360,510,300,62714,166,80,34819,3071,461,5,1,23,268,728,711,301,0.194246137,0.002985906
U.S. Senate,Federal,General,Precinct,2018,7259 Sheldon Rd,FL,Hillsborough,307,200,240,27,21,1371,70,1064,1490,952,0.48,150743,1205,706,635,396,70379,166,128,51715,4501,881,11,1,27,307,819,1080,674,0.194216284,0.002985065
U.S. Senate,Federal,General,Precinct,2018,750 Country Meadows Blvd,FL,Hillsborough,332,209,197,29,18,484,9,82,853,388,1.97,115178,470,702,610,439,60384,208,171,33567,2324,1055,4,0,16,96,214,543,719,0.194247621,0.002985947
U.S. Senate,Federal,General,Precinct,2018,7504 Riverview Dr,FL,Hillsborough,430,368,338,35,18,1635,90,488,1433,915,3.20,154793,1045,738,970,679,67657,268,266,44672,4524,1084,2,0,18,290,1173,944,317,0.202354927,0.002949928
U.S. Senate,Federal,General,Precinct,2018,7601 Jackson Springs Rd,FL,Hillsborough,294,173,207,26,21,1100,29,828,1175,672,0.65,138202,952,627,543,339,64979,168,114,48468,3377,855,7,1,29,256,614,811,580,0.19420775,0.002984825
U.S. Senate,Federal,General,Precinct,2018,7606 Paula Dr,FL,Hillsborough,277,198,244,25,20,844,21,814,1035,647,0.72,165661,855,487,584,354,75153,158,121,53195,2881,604,6,0,21,227,633,687,447,0.198028968,0.002965758
U.S. Senate,Federal,General,Precinct,2018,7620 Wakulla Dr,FL,Hillsborough,376,185,309,30,20,733,46,109,588,285,1.04,139144,483,258,643,387,65687,195,120,43395,1597,307,5,1,6,136,340,360,196,0.194223133,0.002985258
U.S. Senate,Federal,General,Precinct,2018,7625 Palm River Rd,FL,Hillsborough,302,164,325,31,19,1040,57,512,987,639,1.96,89052,901,290,532,322,45891,180,104,33853,2899,379,10,0,9,244,759,654,193,0.194143881,0.002983028
U.S. Senate,Federal,General,Precinct,2018,801 E Hillsborough Ave,FL,Hillsborough,244,93,186,40,21,1854,19,333,1232,632,0.23,127471,1443,350,378,218,54781,129,61,37780,3836,482,10,0,36,279,969,829,364,0.194196702,0.002984514
U.S. Senate,Federal,General,Precinct,2018,808 W Bearss Ave,FL,Hillsborough,325,153,245,24,19,874,31,253,980,429,0.53,173811,742,644,599,374,83379,158,109,45894,2643,846,7,0,21,145,455,699,527,0.194285552,0.002987015
U.S. Senate,Federal,General,Precinct,2018,8116 N 37th St,FL,Hillsborough,389,118,315,40,22,651,33,163,557,235,0.37,99083,649,156,538,320,45582,211,83,28902,1561,186,5,1,15,113,328,427,180,0.194224721,0.002985303
U.S. Senate,Federal,General,Precinct,2018,818 N Parsons Ave,FL,Hillsborough,242,233,183,23,17,931,36,320,1225,655,0.50,143759,817,930,578,397,75348,130,175,45649,3547,1242,10,0,23,277,694,944,498,0.194153463,0.002983297
U.S. Senate,Federal,General,Precinct,2018,821 S Dale Mabry Hwy,FL,Hillsborough,147,93,147,25,20,882,56,136,998,363,0.24,390951,564,1036,385,199,133916,53,42,63334,2858,1265,4,1,15,189,517,828,442,0.214824153,0.002811072
U.S. Senate,Federal,General,Precinct,2018,821 S Rome Ave,FL,Hillsborough,202,106,250,28,20,2879,112,229,2390,1220,0.26,326373,1497,2084,448,168,121187,52,33,55914,7440,2553,10,0,38,486,1903,1823,632,0.243391656,0.002442922
U.S. Senate,Federal,General,Precinct,2018,8220 N Florida Ave,FL,Hillsborough,293,112,224,37,21,170,0,134,122,33,0.27,129144,172,19,452,270,57678,156,78,36345,335,37,2,0,10,0,9,68,147,0.194223205,0.00298526
U.S. Senate,Federal,General,Precinct,2018,8307 Double Branch Rd,FL,Hillsborough,206,228,306,17,16,1330,100,416,1283,821,1.13,208150,908,715,732,506,103651,92,179,61302,3924,901,7,0,16,292,1123,818,231,0.165361357,0.00190086
U.S. Senate,Federal,General,Precinct,2018,8606 Boulder Ct,FL,Hillsborough,324,210,258,28,21,864,23,850,937,547,0.57,147461,821,382,689,445,69943,178,136,51423,2705,517,2,0,14,170,455,611,517,0.194228307,0.002985404
U.S. Senate,Federal,General,Precinct,2018,861 W Lumsden Rd,FL,Hillsborough,365,281,441,29,17,840,38,354,784,425,0.56,143522,678,380,771,473,70883,198,173,46560,2344,460,3,0,7,187,521,538,247,0.194126684,0.002982543
U.S. Senate,Federal,General,Precinct,2018,8610 Temple Terrace HWY,FL,Hillsborough,299,206,250,26,18,551,25,118,448,230,1.16,158495,437,133,603,379,73294,154,140,46318,1213,172,1,0,3,119,290,308,86,0.194232142,0.002985512
U.S. Senate,Federal,General,Precinct,2018,8626 US Highway 301 S,FL,Hillsborough,468,459,373,32,20,536,24,159,412,278,1.44,172532,305,278,1189,860,78096,290,343,49642,1550,402,3,0,6,97,358,285,130,0.194070968,0.002980975
U.S. Senate,Federal,General,Precinct,2018,8701 Progress Blvd,FL,Hillsborough,592,667,731,30,21,3607,140,771,2885,1634,1.79,144396,2627,1062,1540,1015,65482,389,417,55714,8776,1336,19,0,31,729,2509,1488,669,0.194103588,0.002981893
U.S. Senate,Federal,General,Precinct,2018,8718 N 46th St,FL,Hillsborough,386,130,322,37,20,3180,47,621,2569,1039,0.50,106294,2984,489,558,324,50535,198,90,31552,6694,589,11,1,49,714,1556,1538,722,0.194228882,0.00298542
U.S. Senate,Federal,General,Precinct,2018,901 6th St SE,FL,Hillsborough,452,327,299,32,20,1232,26,716,1365,897,3.35,166502,1024,691,972,749,67926,315,262,43905,4286,962,8,1,13,389,971,901,367,0.193923776,0.00297683
U.S. Senate,Federal,General,Precinct,2018,910 Bryan Rd,FL,Hillsborough,277,219,209,30,19,782,46,225,1000,502,0.56,157862,631,744,641,450,78094,156,163,44985,2776,966,8,1,12,232,521,689,447,0.194127172,0.002982557
U.S. Senate,Federal,General,Precinct,2018,9315 Memorial Hwy,FL,Hillsborough,289,185,233,25,20,1027,94,771,1137,744,0.60,151528,904,577,569,334,69043,148,118,51877,3519,783,7,0,19,277,722,876,360,0.19424674,0.002925537
U.S. Senate,Federal,General,Precinct,2018,9390 Edison Rd,FL,Hillsborough,255,293,137,38,18,187,1,41,516,300,19.24,186286,242,446,634,537,75854,186,269,37125,1498,693,4,0,2,119,289,401,185,0.17940732,0.002305969
U.S. Senate,Federal,General,Precinct,2018,960 W Lutz Lake Fern Rd,FL,Hillsborough,234,203,95,31,19,1358,86,258,1800,800,2.14,329915,1045,1767,763,614,124299,148,165,52587,5371,2364,5,1,28,368,807,1637,826,0.184449236,0.002392114
U.S. Senate,Federal,General,Precinct,2018,97 Biscayne Ave,FL,Hillsborough,231,143,336,28,18,417,15,50,416,160,0.72,363102,284,404,551,196,135998,53,45,68016,1234,578,1,0,7,80,187,432,154,0.233853417,0.002169885
U.S. Senate,Federal,General,Precinct,2018,97 Columbia Dr,FL,Hillsborough,244,132,336,30,18,1125,43,103,1012,487,0.64,312510,670,865,529,183,122625,60,40,60241,3060,1170,3,1,17,184,540,856,454,0.233890712,0.002416393
U.S. Senate,Federal,General,Precinct,2018,9724 Cross Creek Blvd,FL,Hillsborough,224,234,244,23,20,3187,398,628,2466,1533,1.35,281357,1759,1457,843,652,122131,147,169,69612,7829,2043,9,1,29,599,1781,1818,590,0.194338082,0.002988493
U.S. Senate,Federal,General,Precinct,2018,98 1st Ave NW,FL,Hillsborough,230,179,86,29,20,780,65,128,919,451,2.12,322964,554,873,666,499,115107,126,133,47943,2929,1247,3,0,18,179,456,873,383,0.189611128,0.002677341
U.S. Senate,Federal,General,Precinct,2018,9840 Balm Riverview Rd,FL,Hillsborough,432,422,277,31,19,723,36,128,865,428,1.43,175257,491,742,1137,842,80570,266,330,50706,2538,985,13,0,14,169,397,858,249,0.194063085,0.002980753
U.S. Senate,Federal,General,Precinct,2018,9912 Indiana St,FL,Hillsborough,480,339,354,37,17,552,10,339,866,655,3.85,145470,628,489,968,692,61068,304,259,38106,2674,609,8,2,7,247,593,663,287,0.233463519,0.002552002
