GEOID,Type,Year,State,Cnty,CensusLvl,HH,HHAggInc,HHMeanInc,HHL50K,HH50100K,HHM100K,F,FAggInc,FMeanInc,FIncL50K,FInc50100K,FIncM100K,NF,NFAggInc,NFMeanInc,NFIncL50K,NFInc50100K,NFIncM100K,WHHAggInc,BHHAggInc,HSHHAggInc,HHAggEarn,HHAggNotEarn,HHRent,HHMedRent,OO,OOMedP,HVAgg,HVMean,NAMELSAD,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID
120570114131,ACS,2016,Florida,Hillsborough County,Block Group,1123,87035800,77503,495,396,232,734,71855200,97895,260,246,228,389,14048600,36115,270,115,4,72730500,6412700,29340900,78202400,24109000,473,32,650,22.5,165383000,254435,Block Group 1,1984569,126595,28.071096,-82.5582028,3607
120570114132,ACS,2016,Florida,Hillsborough County,Block Group,190,11446000,60242,120,32,38,78,7524700,96471,31,9,38,112,3921300,35012,89,23,0,9780800,0,0,9878600,757800,55,0,135,23.2,36428000,269837,Block Group 2,497435,17551,28.0787713,-82.5511943,3669
120570114133,ACS,2016,Florida,Hillsborough County,Block Group,479,31728900,66240,201,105,173,277,24777100,89448,49,91,137,202,6352500,31448,152,14,36,27410000,0,5984600,27982400,4420200,134,14.2,345,16.7,56376000,163409,Block Group 3,645991,9174,28.0778258,-82.5450245,3670
120570114134,ACS,2016,Florida,Hillsborough County,Block Group,305,23226100,76151,98,110,97,284,22794800,80263,77,110,97,21,0,0,21,0,0,14029100,0,0,20131300,2703200,21,0,284,33.5,72086000,253824,Block Group 4,750743,49148,28.0678163,-82.5462059,3671
120570114141,ACS,2016,Florida,Hillsborough County,Block Group,1240,62934000,50753,661,504,75,917,48962000,53394,464,378,75,323,12716300,39369,197,126,0,44437300,15115500,19118100,53780200,9367700,704,42.9,536,17.6,77836000,145216,Block Group 1,2713336,116800,28.055791,-82.553859,3672
120570114142,ACS,2016,Florida,Hillsborough County,Block Group,484,30739200,63511,232,197,55,319,23212400,72766,129,149,41,165,7526800,45617,103,48,14,15255000,5573000,14775600,25132300,5958100,118,51,366,21.5,0,164000,Block Group 2,400826,0,28.0586057,-82.5566788,3673
120570114143,ACS,2016,Florida,Hillsborough County,Block Group,794,58072000,73139,354,227,213,584,43767400,74944,225,159,200,210,14045200,66882,129,68,13,43440400,5320000,13378000,46760300,11794400,208,47.4,586,24.6,99218600,169315,Block Group 3,1863300,86010,28.0448235,-82.5550495,3674
120570114151,ACS,2016,Florida,Hillsborough County,Block Group,750,44079200,58772,276,411,63,540,34695200,64250,149,343,48,210,8025100,38215,161,34,15,28937000,5213200,15589700,36826100,7253000,229,25.7,521,24.4,92681200,177891,Block Group 1,1259823,31012,28.052039,-82.54588,3675
120570114152,ACS,2016,Florida,Hillsborough County,Block Group,842,64267200,76327,289,334,219,613,52683900,85944,210,184,219,229,9385900,40986,123,106,0,59834100,3106100,17433400,57183800,8005000,322,30,520,17.3,78439100,150844,Block Group 2,1511162,63328,28.0550913,-82.5377592,3676
120570114153,ACS,2016,Florida,Hillsborough County,Block Group,515,32250400,62622,226,233,56,316,21547000,68187,138,134,44,199,10138000,50945,88,99,12,26548600,0,7161200,28386400,3323900,141,31,374,29.7,53970600,144306,Block Group 3,820580,76773,28.04798,-82.5443255,3680
120570114161,ACS,2016,Florida,Hillsborough County,Block Group,832,45075400,54177,445,261,126,635,34588500,54470,351,199,85,197,8374500,42510,141,15,41,40950800,0,16797200,35724600,10255200,188,43.1,644,18.1,85593000,132908,Block Group 1,792074,114420,28.0441269,-82.532194,3677
120570114162,ACS,2016,Florida,Hillsborough County,Block Group,755,43082400,57063,298,428,29,619,34268200,55361,226,364,29,136,5752200,42296,87,49,0,29546100,7189500,18462000,37791700,8561400,253,22.7,502,26.5,60119000,119759,Block Group 2,747129,79995,28.0463712,-82.5246283,3678
120570114163,ACS,2016,Florida,Hillsborough County,Block Group,1057,59646100,56430,552,386,119,488,30570700,62645,237,145,106,569,28842200,50689,329,227,13,49432100,5868500,25829800,56519900,3509600,528,26.6,529,23.1,57481800,108661,Block Group 3,1856824,69982,28.0405897,-82.521482,3679
120570114171,ACS,2016,Florida,Hillsborough County,Block Group,782,50054400,64008,453,185,144,465,37014100,79600,248,90,127,317,12690500,40033,225,75,17,42216600,0,10083500,40370300,9665200,322,33.4,460,26,112304900,244141,Block Group 1,1104206,77908,28.0743032,-82.5367418,3640
120570114172,ACS,2016,Florida,Hillsborough County,Block Group,767,50066600,65276,349,267,151,493,35670600,72354,216,147,130,274,13256700,48382,133,120,21,31503200,8317700,16268100,47319900,5108800,433,28.5,334,19,46048000,137868,Block Group 2,718529,32712,28.0664144,-82.537261,3682
120570114173,ACS,2016,Florida,Hillsborough County,Block Group,308,17119800,55584,141,139,28,154,7871100,51111,86,49,19,154,8220700,53381,76,69,9,14176000,1008400,6178300,15000400,2370200,63,23.6,245,19.2,30130000,122980,Block Group 3,426916,7311,28.059157,-82.5322283,3654
120570114181,ACS,2016,Florida,Hillsborough County,Block Group,303,36857300,121641,32,79,192,278,35336200,127109,24,70,184,25,1521100,60844,8,9,8,32491600,0,3578100,23401600,13317800,28,0,275,13.2,81693000,297065,Block Group 1,772445,99413,28.078902,-82.523612,3685
120570114182,ACS,2016,Florida,Hillsborough County,Block Group,690,49260800,71392,339,223,128,487,40361000,82877,195,177,115,203,8528200,42011,154,36,13,46934400,1950300,11313800,40757900,9439900,247,29.8,443,22.7,113817900,256925,Block Group 2,1048795,59048,28.0809137,-82.5320991,3686
120570114183,ACS,2016,Florida,Hillsborough County,Block Group,730,56429100,77300,368,192,170,324,35048200,108173,105,117,102,406,21380800,52662,263,75,68,41667500,1917600,13986800,35209900,26491100,216,43.5,514,18.1,123182000,239654,Block Group 3,961078,84292,28.0662335,-82.5218283,3683
120570115041,ACS,2016,Florida,Hillsborough County,Block Group,293,29405200,100359,100,80,113,250,25178400,100714,96,58,96,43,3333200,77516,20,6,17,28889500,0,2170400,20090800,9583400,39,27.9,254,15.7,102859300,404958,Block Group 1,20108331,1321601,28.1649871,-82.6309927,3690
120570115042,ACS,2016,Florida,Hillsborough County,Block Group,514,66397000,129177,129,125,260,406,60192800,148258,69,88,249,108,6196900,57379,60,37,11,59694300,3203500,3957600,49781300,19770500,71,25.8,443,19.3,282984500,638791,Block Group 2,6425451,2757900,28.136984,-82.588135,3691
120570115061,ACS,2016,Florida,Hillsborough County,Block Group,1975,207212800,104918,359,758,858,1335,138829200,103992,261,455,619,640,67997600,106246,109,292,239,172090100,10437300,18182200,194643000,17517900,997,23.4,978,17.4,287672300,294143,Block Group 1,5415863,295149,28.072002,-82.6182701,3693
120570115062,ACS,2016,Florida,Hillsborough County,Block Group,640,71021100,110970,139,215,286,443,57340100,129436,104,102,237,197,13565000,68858,35,113,49,64895000,0,13578300,58063100,18026900,176,21.7,464,18.3,154658100,333315,Block Group 2,4938983,275088,28.076428,-82.5944905,3665
120570115063,ACS,2016,Florida,Hillsborough County,Block Group,300,45796200,152654,14,50,236,281,38982700,138728,59,50,172,19,0,0,0,0,19,27221400,0,0,41291900,3960400,75,22,225,10.5,72916000,324071,Block Group 3,1735831,156002,28.0634133,-82.5996815,3608
120570115071,ACS,2016,Florida,Hillsborough County,Block Group,613,47395900,77318,366,121,126,232,25184800,108555,44,73,115,381,13712700,35991,322,48,11,42888700,0,9624700,29969200,17426600,575,41.3,38,0,0,0,Block Group 1,914389,20612,28.0585155,-82.633962,3609
120570115072,ACS,2016,Florida,Hillsborough County,Block Group,959,153756800,160330,56,190,713,836,143258300,171362,0,179,657,123,8262300,67173,56,41,26,146486600,0,11901200,141140100,15470700,74,17.3,885,17.9,329433700,372241,Block Group 2,2655080,226013,28.0510145,-82.6052895,3694
120570115073,ACS,2016,Florida,Hillsborough County,Block Group,1469,93966200,63966,754,443,272,655,53248900,81296,229,254,172,814,40172100,49351,525,202,87,68431000,5879100,19399200,81989700,15159200,837,29.4,632,18.1,116678000,184617,Block Group 3,2349756,557339,28.0515434,-82.5872684,3610
120570115091,ACS,2016,Florida,Hillsborough County,Block Group,648,59952600,92519,100,323,225,604,55299900,91556,100,279,225,44,2599900,59089,18,26,0,57105100,0,6807300,49564900,10200800,0,0,648,26.8,202870000,313071,Block Group 1,4401901,805707,28.1654689,-82.5778528,3695
120570115092,ACS,2016,Florida,Hillsborough County,Block Group,27,0,0,19,0,8,27,0,0,19,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,Block Group 2,2939144,42395,28.1656181,-82.545653,3611
120570115093,ACS,2016,Florida,Hillsborough County,Block Group,879,94694500,107730,173,264,442,721,81999300,113730,100,249,372,158,12695200,80349,73,15,70,80380300,0,13589400,76765100,18471200,59,17.7,820,24.2,274163700,334346,Block Group 3,3640655,194796,28.1594855,-82.521926,3612
120570115094,ACS,2016,Florida,Hillsborough County,Block Group,515,93114500,180805,43,100,372,472,92198800,195336,0,100,372,43,0,0,43,0,0,86529500,0,0,83521900,9567200,65,19.5,450,16.8,221579000,492398,Block Group 4,9986249,725538,28.147293,-82.5658794,3687
120570115101,ACS,2016,Florida,Hillsborough County,Block Group,1282,144831300,112973,269,401,612,1110,132145200,119050,198,370,542,172,10798900,62784,80,45,47,123449900,5133300,14336300,129363400,19209800,149,28.1,1133,18.6,308022700,271865,Block Group 1,6005851,672606,28.1656715,-82.4978409,3696
120570115121,ACS,2016,Florida,Hillsborough County,Block Group,400,63467000,158668,59,68,273,378,61968600,163938,46,68,264,22,1498400,68109,13,0,9,62289500,0,10549800,55853200,8586800,8,0,392,22.6,164854000,420546,Block Group 1,2924563,320603,28.1232246,-82.5692443,3666
120570115122,ACS,2016,Florida,Hillsborough County,Block Group,365,76192100,208745,22,89,254,341,74045900,217143,9,84,248,24,2146200,89425,13,5,6,64298800,0,6150100,68246200,10962900,28,22.3,337,17,177825000,527671,Block Group 2,2875506,506406,28.1113065,-82.5529078,3684
120570115123,ACS,2016,Florida,Hillsborough County,Block Group,441,45112000,102295,128,128,185,256,26174800,102245,82,68,106,185,17665500,95489,75,31,79,40397100,0,2415800,37340100,8782500,127,12,314,17.6,89840300,286116,Block Group 3,2718658,295659,28.1160298,-82.5396095,3698
120570115141,ACS,2016,Florida,Hillsborough County,Block Group,574,53021400,92372,119,174,281,455,42444200,93284,84,168,203,119,9292300,78087,35,41,43,43330900,9226700,15912000,46428400,6296200,144,27.2,430,15.2,78090600,181606,Block Group 1,1335764,133095,28.1009429,-82.5368501,3702
120570115142,ACS,2016,Florida,Hillsborough County,Block Group,784,74997900,95661,304,180,300,614,68265800,111182,191,123,300,170,6732200,39601,113,57,0,62328100,5007500,22467000,65743800,9378800,0,0,784,23.3,153280000,195510,Block Group 2,1230315,33348,28.104607,-82.5281118,3692
120570115143,ACS,2016,Florida,Hillsborough County,Block Group,455,39781500,87432,102,161,192,329,29741900,90401,48,163,118,126,8470500,67226,54,22,50,38208000,0,2490000,34190300,5389800,29,0,426,19.9,84920000,199343,Block Group 3,986623,34139,28.1031645,-82.5183788,3613
120570115144,ACS,2016,Florida,Hillsborough County,Block Group,234,17542900,74970,108,14,112,154,9037400,58684,82,14,58,80,8072000,100900,26,0,54,15338500,0,0,14367800,3175100,39,0,195,14.5,0,213400,Block Group 4,474669,23844,28.0944495,-82.5341473,3688
120570115151,ACS,2016,Florida,Hillsborough County,Block Group,618,49433700,79990,204,254,160,433,35864500,82828,142,165,126,185,10521600,56874,83,86,16,44815700,0,12249700,40224400,9885400,105,35.7,513,19.5,89587000,174634,Block Group 1,1240632,21920,28.088881,-82.532104,3643
120570115152,ACS,2016,Florida,Hillsborough County,Block Group,589,53892500,91498,150,249,190,486,49248300,101334,84,212,190,103,3757200,36478,85,18,0,48303800,2395000,6566900,43180400,11663300,52,23.8,537,16.9,98796800,183979,Block Group 2,986911,25813,28.0975643,-82.520473,3689
120570115161,ACS,2016,Florida,Hillsborough County,Block Group,1209,101344200,83825,480,376,353,654,69868600,106833,145,209,300,555,28445400,51253,378,133,44,89357300,1829300,14984000,86535800,19390200,382,32.2,827,18.8,161275000,195012,Block Group 1,2008186,89855,28.088301,-82.5139713,3614
120570115171,ACS,2016,Florida,Hillsborough County,Block Group,613,60109900,98059,166,229,218,507,56460500,111362,93,196,218,106,3649300,34427,73,33,0,54641900,0,0,46074100,18240400,101,19.3,512,19,170940400,333868,Block Group 1,5541014,431179,28.1230783,-82.6438598,3703
120570115172,ACS,2016,Florida,Hillsborough County,Block Group,777,137785300,177330,140,152,485,654,129020200,197279,56,132,466,123,8765200,71262,84,20,19,106768000,0,0,126928000,13975000,32,0,745,21.9,310753000,417118,Block Group 2,5849661,175063,28.090035,-82.6232126,3615
120570115173,ACS,2016,Florida,Hillsborough County,Block Group,1734,233453200,134633,218,459,1057,1476,212598400,144037,125,431,920,258,19603300,75982,93,77,88,208541300,1765600,26622200,212001700,44350600,134,31.8,1600,20.1,507596500,317248,Block Group 3,6289135,588277,28.0837891,-82.6387798,3704
120570115181,ACS,2016,Florida,Hillsborough County,Block Group,281,37684200,134107,101,45,135,208,36079700,173460,28,45,135,73,1604500,21979,73,0,0,37341400,0,3864900,31120000,10010400,20,0,261,22,120930000,463333,Block Group 1,9911386,928002,28.1164386,-82.6215022,3706
120570115182,ACS,2016,Florida,Hillsborough County,Block Group,405,67518900,166713,59,125,221,295,59305200,201035,23,59,213,110,8136600,73969,36,66,8,62257700,0,4751100,60034200,9406200,35,40.6,370,17.8,151174600,408580,Block Group 2,6210697,1139643,28.127642,-82.6080951,3707
120570115183,ACS,2016,Florida,Hillsborough County,Block Group,723,102871200,142284,118,142,463,619,98198200,158640,50,114,455,104,4523700,43497,68,28,8,90704200,6464700,9599000,92476100,16381900,10,0,713,17.3,243246200,341159,Block Group 3,4672947,500429,28.0922514,-82.5987028,3708
120570115191,ACS,2016,Florida,Hillsborough County,Block Group,235,34416500,146453,10,86,139,218,32508300,149121,10,76,132,17,1583700,93159,5,5,7,33862000,0,7665900,30554700,4612900,8,0,227,13.6,84428300,371931,Block Group 1,2955902,88304,28.0496022,-82.6398494,3616
120570115192,ACS,2016,Florida,Hillsborough County,Block Group,580,75043200,129385,119,128,333,452,67229700,148738,47,87,318,128,7459100,58274,78,38,12,71830200,0,4601600,67917400,8556400,116,22.8,464,16,134333300,289511,Block Group 2,854103,102425,28.0459349,-82.6294813,3705
120570115201,ACS,2016,Florida,Hillsborough County,Block Group,2001,283934600,141896,283,567,1151,1471,233741600,158900,140,330,1001,530,49167800,92769,143,237,150,260539600,6616200,19882000,250807900,44599600,804,25.9,1197,17.1,494870500,413426,Block Group 1,3930032,326946,28.0419041,-82.6099969,3712
120570115211,ACS,2016,Florida,Hillsborough County,Block Group,307,44736600,145722,98,49,160,159,38828000,244201,0,12,147,148,5908700,39924,98,37,13,40502300,0,0,36039900,11355400,29,0,278,41.3,118445000,426061,Block Group 1,1948340,242435,28.1426671,-82.5267748,3714
120570115212,ACS,2016,Florida,Hillsborough County,Block Group,1789,92910600,51934,1030,585,174,605,42928700,70957,212,219,174,1184,47655200,40249,872,312,0,73457500,11285300,24301500,81890800,11767200,1661,26.9,128,17.3,0,291000,Block Group 2,2456585,930580,28.1320628,-82.5360635,3699
120570115221,ACS,2016,Florida,Hillsborough County,Block Group,551,90348200,163971,185,124,242,484,85688400,177042,156,100,228,67,4307900,64297,39,14,14,83794900,0,16268400,74188600,18365300,63,41.5,488,20.3,261641200,536150,Block Group 1,4528706,399739,28.1498049,-82.5091159,3617
120570115222,ACS,2016,Florida,Hillsborough County,Block Group,553,77727700,140556,58,125,370,461,60997400,132315,58,98,305,92,16507000,179424,0,27,65,70142700,0,6765200,70509300,8396000,70,19.5,483,17.3,157892700,326900,Block Group 2,2542269,317529,28.136948,-82.515281,3700
120570115223,ACS,2016,Florida,Hillsborough County,Block Group,355,20642900,58149,138,200,17,203,13978000,68857,55,131,17,152,6664900,43848,83,69,0,18861500,0,4019100,18280900,1777100,232,23.4,123,20,23389300,190157,Block Group 3,937024,94610,28.1304214,-82.5069809,3709
120570115231,ACS,2016,Florida,Hillsborough County,Block Group,533,62707900,117651,79,206,248,484,55952900,115605,45,191,248,49,2070300,42251,34,15,0,60516300,0,11032800,55547200,9144700,50,36,483,22.3,164764400,341127,Block Group 1,3257759,205485,28.1239723,-82.5293578,3701
120570115241,ACS,2016,Florida,Hillsborough County,Block Group,364,17123300,47042,197,152,15,199,9429700,47385,121,63,15,165,6594200,39965,98,67,0,9799800,3397700,6943100,15761800,1724400,364,25.4,0,0,0,0,Block Group 1,247764,1671,28.1115478,-82.5065463,3618
120570115242,ACS,2016,Florida,Hillsborough County,Block Group,1073,58507500,54527,527,467,79,431,24052800,55807,161,239,31,642,33868500,52755,366,228,48,41044400,11230300,13732600,50415200,8083700,1006,29.1,67,22.3,0,261000,Block Group 2,854930,41433,28.1044375,-82.5054014,3631
120570115243,ACS,2016,Florida,Hillsborough County,Block Group,662,47810900,72222,249,263,150,422,34946200,82811,100,192,130,240,12864700,53603,149,71,20,35601100,9933600,8015000,41886000,6559400,210,22.3,452,19.3,73399000,162387,Block Group 3,1077274,21286,28.0997609,-82.5114717,3715
120570116031,ACS,2016,Florida,Hillsborough County,Block Group,828,59804500,72228,333,279,216,560,43476100,77636,197,181,182,268,13630200,50859,144,108,16,53194600,3522100,18537800,43419100,16805400,168,23.2,660,23.6,115379500,174817,Block Group 1,964292,39741,28.0210181,-82.5570902,3717
120570116032,ACS,2016,Florida,Hillsborough County,Block Group,430,25315100,58872,186,172,72,322,18802700,58393,162,110,50,108,4739700,43886,54,54,0,24166700,0,9703300,19981300,6527400,100,26.6,330,23.9,63300000,191818,Block Group 2,1070724,54670,28.0133899,-82.5556755,3718
120570116033,ACS,2016,Florida,Hillsborough County,Block Group,315,30150500,95716,93,158,64,165,13082700,79289,52,91,22,150,16318300,108789,63,45,42,25999300,0,14327200,17195700,12762700,40,25.5,275,17.3,36113000,131320,Block Group 3,1104461,97926,28.0220007,-82.5474867,3719
120570116051,ACS,2016,Florida,Hillsborough County,Block Group,614,34770200,56629,249,300,65,385,23189600,60233,158,171,56,229,10756300,46971,104,116,9,30966600,2894900,14638600,28362700,9590500,144,23.8,470,23.1,63479400,135063,Block Group 1,468910,3168,28.0093763,-82.5589278,3648
120570116052,ACS,2016,Florida,Hillsborough County,Block Group,365,21765000,59630,170,141,54,234,16495900,70495,98,82,54,131,4712100,35970,81,50,0,19679400,0,15169200,16072900,5985300,57,31.7,308,18.9,35338500,114735,Block Group 2,441487,4387,28.0074022,-82.5520822,3619
120570116053,ACS,2016,Florida,Hillsborough County,Block Group,479,26232400,54765,263,158,58,328,19763100,60253,161,120,47,151,6269200,41518,102,38,11,19125400,1275400,16823600,22582900,3399200,236,23.6,243,19.7,24363000,100259,Block Group 3,6346429,208235,28.0068712,-82.5354598,3720
120570116054,ACS,2016,Florida,Hillsborough County,Block Group,442,23789100,53821,246,147,49,304,17045700,56071,144,123,37,138,6428600,46584,111,15,12,18999400,3912400,11832300,20397600,3405200,106,14.3,336,21.2,41263000,122807,Block Group 4,808746,23535,28.0020114,-82.5574734,3620
120570116055,ACS,2016,Florida,Hillsborough County,Block Group,146,5390000,36918,116,23,7,95,4240900,44641,65,23,7,51,1059800,20780,51,0,0,4320400,0,4720600,4715000,370900,146,36.7,0,0,0,0,Block Group 5,89909,0,28.0057313,-82.561432,3681
120570116061,ACS,2016,Florida,Hillsborough County,Block Group,1143,92101100,80578,521,339,283,678,60339900,88997,197,337,144,465,28916400,62186,324,73,68,81424200,5577400,13062800,83858500,9006400,785,24.4,358,15.5,39181000,109444,Block Group 1,2728442,367906,28.0261642,-82.6256364,3721
120570116062,ACS,2016,Florida,Hillsborough County,Block Group,849,66766400,78641,266,354,229,640,53142900,83036,142,330,168,209,8227100,39364,137,62,10,46176900,5527100,11407300,61664100,4221500,302,28,547,19.9,94976000,173631,Block Group 2,1377951,100040,28.0353393,-82.6311315,3621
120570116063,ACS,2016,Florida,Hillsborough County,Block Group,335,39695200,118493,54,166,115,242,24254200,100224,40,117,85,93,15441000,166032,14,49,30,27010600,10908900,3993200,34699800,4872100,89,35.3,246,13.4,44225000,179776,Block Group 3,506316,58020,28.0101991,-82.601631,3622
120570116064,ACS,2016,Florida,Hillsborough County,Block Group,465,24547600,52791,220,199,46,282,17499500,62055,76,180,26,183,5412400,29576,158,25,0,18531800,0,8516600,20139500,5887900,124,35.7,341,18.3,34434000,100979,Block Group 4,869249,96578,28.0029754,-82.5912595,3722
120570116071,ACS,2016,Florida,Hillsborough County,Block Group,558,51168200,91699,167,129,262,370,43005500,116231,41,83,246,188,8162700,43419,126,46,16,46210000,0,17025900,48081700,3366700,93,0,465,21.8,101425000,218118,Block Group 1,796759,126128,28.0366754,-82.6191134,3723
120570116072,ACS,2016,Florida,Hillsborough County,Block Group,504,60497100,120034,101,94,309,427,54399300,127399,79,62,286,77,6097800,79192,22,32,23,39900600,0,12996500,55452200,5840300,49,15.8,455,17.4,92724300,203790,Block Group 2,909530,93798,28.0340234,-82.6030255,3623
120570116073,ACS,2016,Florida,Hillsborough County,Block Group,1081,72340600,66920,360,439,282,793,54547600,68786,287,270,236,288,17793000,61781,73,169,46,64335900,4014800,19243300,58319300,15613500,296,26.3,785,19.5,90830200,115707,Block Group 3,1214357,114455,28.034062,-82.5921983,3716
120570116074,ACS,2016,Florida,Hillsborough County,Block Group,325,8954900,27554,279,46,0,266,7704400,28964,220,46,0,59,1250500,21195,59,0,0,7034200,1460900,5979200,4691700,2780800,120,48.5,205,17.6,4950000,24146,Block Group 4,294122,11689,28.0383432,-82.5878111,3710
120570116075,ACS,2016,Florida,Hillsborough County,Block Group,539,20133700,37354,475,37,27,265,10468300,39503,214,37,14,274,9665400,35275,261,0,13,10822500,0,1713400,6364800,13693600,60,0,479,29.1,21505000,44896,Block Group 5,458775,19315,28.0306125,-82.5835776,3697
120570116081,ACS,2016,Florida,Hillsborough County,Block Group,454,45827900,100943,107,129,218,294,32127900,109279,48,107,139,160,12576000,78600,63,22,75,36885500,5744000,9820500,40875100,5392500,133,17.8,321,21.7,73708900,229623,Block Group 1,2730345,110367,28.0260749,-82.6083358,3713
120570116101,ACS,2016,Florida,Hillsborough County,Block Group,288,10548700,36627,190,98,0,200,7688400,38442,102,98,0,88,2860200,32502,88,0,0,9955000,0,7014700,8315200,2015500,26,0,262,13,10519800,40152,Block Group 1,597975,36767,28.034538,-82.5788285,3711
120570116102,ACS,2016,Florida,Hillsborough County,Block Group,493,27775000,56339,297,134,62,369,20897600,56633,257,50,62,124,5921100,47751,64,60,0,20523600,0,19397300,21545400,4988000,67,0,426,21.3,55455000,130176,Block Group 2,668127,20787,28.0362258,-82.5688605,3624
120570116103,ACS,2016,Florida,Hillsborough County,Block Group,602,33232800,55204,343,187,72,421,24711800,58698,248,101,72,181,8402600,46423,95,86,0,27623400,2299000,14280200,25861000,7076000,142,26.9,460,19.2,56157000,122080,Block Group 3,611555,13535,28.0276341,-82.570628,3724
120570116104,ACS,2016,Florida,Hillsborough County,Block Group,594,11729500,19747,586,0,8,78,2638900,33832,70,0,8,516,8653500,16770,516,0,0,10532000,0,5765300,3597100,7984000,465,51,129,36,13560000,105116,Block Group 4,522078,29924,28.0318842,-82.5773639,3725
120570116111,ACS,2016,Florida,Hillsborough County,Block Group,391,22424600,57352,187,150,54,320,18527400,57898,147,129,44,71,3105900,43745,50,21,0,19041500,946300,11983900,18911800,3203700,187,22.6,204,24.1,31012000,152020,Block Group 1,3809847,536374,28.0328218,-82.543292,3726
120570116112,ACS,2016,Florida,Hillsborough County,Block Group,776,39214100,50534,523,168,85,500,28061800,56124,314,117,69,276,10075400,36505,218,42,16,30466900,3708300,18905600,34177200,7345000,147,51,629,24.6,79737000,126768,Block Group 2,616229,94112,28.0294319,-82.5548022,3727
120570116113,ACS,2016,Florida,Hillsborough County,Block Group,341,21883400,64174,139,152,50,245,16743600,68341,101,94,50,96,5139800,53540,38,58,0,16619000,1658600,5573500,18368000,4858200,18,0,323,19.8,52196000,161598,Block Group 3,547625,57949,28.028965,-82.5643945,3728
120570116121,ACS,2016,Florida,Hillsborough County,Block Group,365,26453400,72475,167,130,68,287,22745200,79252,139,80,68,78,3708200,47541,28,50,0,24839000,0,6371300,22312400,6892100,108,17.7,257,31.6,37780000,147004,Block Group 1,885106,76566,28.0141461,-82.5784703,3812
120570116122,ACS,2016,Florida,Hillsborough County,Block Group,488,26793900,54906,227,205,56,351,22692100,64650,113,182,56,137,4101800,29940,114,23,0,25451700,0,19788500,20620700,5441500,63,27.5,425,21.2,51872900,122054,Block Group 2,432961,0,28.0212225,-82.5778524,3813
120570116123,ACS,2016,Florida,Hillsborough County,Block Group,655,54301600,82903,192,325,138,527,44371000,84195,179,217,131,128,9248000,72250,13,108,7,50067400,0,13565300,43852900,12429000,80,30.5,575,17.5,86843900,151033,Block Group 3,1598127,16314,28.017084,-82.5723906,3816
120570116124,ACS,2016,Florida,Hillsborough County,Block Group,949,40161200,42319,642,238,69,364,20194100,55478,156,183,25,585,19901700,34020,486,55,44,36603200,0,13296600,34410800,6446800,540,31,409,33,33667000,82315,Block Group 4,535563,6093,28.0213457,-82.5651892,3729
120570116131,ACS,2016,Florida,Hillsborough County,Block Group,502,29211400,58190,231,221,50,356,22545400,63330,133,173,50,146,6666000,45658,98,48,0,29211400,0,7158000,19965200,10026000,128,51,374,13.9,52215100,139613,Block Group 1,709452,20709,28.0094953,-82.5728435,3814
120570116132,ACS,2016,Florida,Hillsborough County,Block Group,719,25625400,35640,564,137,18,408,14665300,35944,328,62,18,311,9993500,32133,242,69,0,22506400,2361600,14474700,17393600,9150000,611,36,108,14.8,16313700,151053,Block Group 2,817994,13497,28.0005193,-82.5779198,3815
120570116133,ACS,2016,Florida,Hillsborough County,Block Group,329,22731100,69091,128,141,60,273,20381100,74656,103,110,60,56,1741600,31100,40,16,0,22731100,0,8129500,18741900,3477500,74,18.8,255,23,48548000,190384,Block Group 3,741922,9986,28.002722,-82.5727485,3819
120570116134,ACS,2016,Florida,Hillsborough County,Block Group,460,24779500,53868,243,170,47,342,18126200,53001,199,102,41,118,5235700,44370,78,34,6,19798800,0,7247600,18129100,6650400,79,31.8,381,28.2,54155000,142139,Block Group 4,718294,0,28.0020391,-82.5657794,3820
120570116141,ACS,2016,Florida,Hillsborough County,Block Group,248,14426700,58172,112,119,17,119,4070000,34202,77,42,0,129,10356700,80284,35,77,17,11728000,1082700,9135200,13038800,0,29,10,219,23.4,0,98800,Block Group 1,941672,61688,28.0177029,-82.6008567,3730
120570116142,ACS,2016,Florida,Hillsborough County,Block Group,921,33918100,36827,654,267,0,604,19067300,31568,470,134,0,317,13270300,41862,184,133,0,30756200,599900,20062600,27276000,6901900,439,39.9,482,23.7,29949000,62135,Block Group 2,826891,10676,28.019977,-82.5877422,3731
120570116143,ACS,2016,Florida,Hillsborough County,Block Group,519,30635600,59028,249,256,14,446,23810800,53387,239,193,14,73,3220000,44110,57,16,0,19979600,9005400,19589400,26870100,4747100,195,27.5,324,22,46543000,143651,Block Group 3,453884,20618,28.0174903,-82.5941486,3732
120570116144,ACS,2016,Florida,Hillsborough County,Block Group,467,22110300,47345,271,196,0,362,17238500,47620,209,153,0,105,4430800,42198,62,43,0,19263200,0,13267300,16818400,4896400,147,39.7,320,16.4,25363000,79259,Block Group 4,274585,19363,28.017117,-82.5973555,3733
120570116151,ACS,2016,Florida,Hillsborough County,Block Group,360,40480200,112445,91,84,185,246,30297600,123161,59,47,140,114,9574100,83983,32,46,36,32889200,0,10735600,36712500,3269800,31,14.1,329,17,60725000,184574,Block Group 1,733908,27330,28.0118447,-82.5919437,3734
